DRUG_NAME,ACCESSION,TARGET_NAME,ACT_VALUE,ACT_TYPE,SMILES
eluxadoline,P41143,OPRD1,8.886,Ki,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
ergometrine,P28564,Htr1b,8.889,Ki,C[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1
carbachol,P08482|P08483|P08485|P08911|P10980,Chrm1|Chrm3|Chrm4|Chrm5|Chrm2,8.89,Ki,C[N+](C)(C)CCOC(N)=O
efavirenz,Q9WKE8,reverse transcriptas,8.89,IC50,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
etravirine,Q9WJQ2,reverse transcriptase,8.89,IC50,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N
irbesartan,P25095|P29089,Agtr1|Agtr1b,8.89,IC50,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
irbesartan,P25095|P29089|P35351,Agtr1|Agtr1b|Agtr2,8.89,IC50,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
methotrexate,P00381,folA,8.89,IC50,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
mepyramine,P0DMS8,ADORA3,8.89,IC50,COC1=CC=C(CN(CCN(C)C)C2=CC=CC=N2)C=C1
spiperone,P15823,Adra1b,8.89,Ki,FC1=CC=C(C=C1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1
trihexyphenidyl,P11229,CHRM1,8.89,IC50,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
trimethoprim,B0BL08,dfrA17,8.89,Ki,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
tropisetron,P35563|Q9JJ16,Htr3a|Htr3b,8.89,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C1=CNC2=C1C=CC=C2
ziprasidone,P28335,HTR2C,8.89,Ki,ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2
caspofungin,O13428,GSC1,8.89,IC50,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
vorinostat,Q13547,HDAC1,8.89,Ki,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
axitinib,Q9UQB9,AURKC,8.89,Kd,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
lasofoxifene,P03372,ESR1,8.89,IC50,OC1=CC=C2C(C(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCC2)C=C1
bosutinib,O14976,GAK,8.89,Kd,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
metizoline,Q4G017,Nisch,8.89,Ki,CC1=C(CC2=NCCN2)C2=CC=CC=C2S1
ponatinib,P21802,FGFR2,8.89,IC50,CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(C)C(=C3)C#CC3=CN=C4C=CC=NN34)C=C2C(F)(F)F)CC1
laninamivir octanoate hydrate,B4URF0,,8.89,IC50,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O
eluxadoline,P33533,Oprd1,8.89,Ki,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
dihydroergocristine,P15823,Adra1b,8.896,Ki,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](CC4=CNC5=CC=CC3=C45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
dexetimide,P08172,CHRM2,8.9,Ki,O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1
dihydroergocristine,P18825,ADRA2C,8.9,Ki,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](CC4=CNC5=CC=CC3=C45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
epinastine,P35367,HRH1,8.9,Ki,NC1=NCC2N1C1=C(CC3=C2C=CC=C3)C=CC=C1
ergotamine,P41595,HTR2B,8.9,Ki,CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O
hexocyclium,P20309,CHRM3,8.9,Ki,C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1
methysergide,P28221,HTR1D,8.9,Ki,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1
orlistat,P16233,PNLIP,8.9,IC50,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
zolmitriptan,P28221,HTR1D,8.9,Ki,CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2
zotepine,P31388,Htr6,8.9,Ki,CN(C)CCOC1=CC2=C(SC3=CC=C(Cl)C=C13)C=CC=C2
gonadorelin,P16235,Lhcgr,8.9,Ki,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
tolvaptan,Q00788,Avpr2,8.9,Ki,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=CC(Cl)=CC=C12
afamelanotide,P41968,MC3R,8.9,Ki,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O
ketanserin,P30939,HTR1F,8.903,Ki,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1
linaclotide,P25092,GUCY2C,8.907,Ki,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC(O)=O)NC3=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N2
levonorgestrel,P04278,SHBG,8.91,Kd,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
enoxolone,P80365,HSD11B2,8.91,IC50,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O
hydroquinone,O42275,ache,8.91,Ki,OC1=CC=C(O)C=C1
glycopyrronium bromide,P08912,CHRM5,8.91,Ki,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
norethisterone,Q690N0,PGR,8.914,Ki,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
aliskiren,Q6DLW5,REN,8.92,IC50,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
caramiphen,P08482,Chrm1,8.92,Ki,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1
chlorpromazine,P61169,Drd2,8.92,Ki,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
dasatinib,P54764,EPHA4,8.92,Kd,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
haloperidol,Q99720,SIGMAR1,8.92,EC50,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
lisinopril,P12821,ACE,8.92,IC50,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
methotrexate,P00374,DHFR,8.92,Ki,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
morphine,P42866,Oprm1,8.92,Ki,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35
nifedipine,P27732,Cacna1d,8.92,Ki,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC
pyrimethamine,B0BL08,dfrA17,8.92,Ki,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
sumatriptan,P28221,HTR1D,8.92,Ki,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1
trimethoprim,P0A017,folA,8.92,Ki,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
vasopressin,P30518,AVPR2,8.92,Ki,N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
toliprolol,P07550,ADRB2,8.92,Kd,CC(C)NCC(O)COC1=CC(C)=CC=C1
tasosartan,P25095|P29089,Agtr1|Agtr1b,8.92,IC50,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=C(C=CC=C3)C3=NN=NN3)C2=N1
asenapine,P35348,ADRA1A,8.92,Ki,CN1CC2C(C1)C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1
fosaprepitant,P25103,TACR1,8.92,IC50,C[C@@H](O[C@H]1OCCN(CC2=NN(C(=O)N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
panobinostat,Q9UKV0,HDAC9,8.92,Ki,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1
ponatinib,P09619,PDGFRB,8.92,IC50,CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(C)C(=C3)C#CC3=CN=C4C=CC=NN34)C=C2C(F)(F)F)CC1
asunaprevir,A3EZI9,NS3,8.92,EC50,COC1=C2C=CC(Cl)=CC2=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)N=C1
cangrelor,Q6NS65,Gpr17,8.92,IC50,CSCCNC1=NC(SCCC(F)(F)F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]1O
fedratinib,O43293,DAPK3,8.92,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
naftopidil,P25100,ADRA1D,8.921,Ki,COC1=C(C=CC=C1)N1CCN(CC(O)COC2=CC=CC3=CC=CC=C23)CC1
thioproperazine,P35462,DRD3,8.921,Ki,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
talazoparib tosylate,P09874,PARP1,8.921,Ki,CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1
erdafitinib,P11362,FGFR1,8.921,IC50,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC2=NC(=CN=C2C=C1)C1=CN(C)N=C1
methylergometrine,P50406,HTR6,8.928,Ki,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1
chlorambucil,P07339,CTSD,8.93,IC50,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
naltrexone,P41145,OPRK1,8.93,Ki,OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1
vasopressin,P70536,Oxtr,8.93,Ki,N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
desoximetasone,P04150,NR3C1,8.932,Ki,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
citalopram,P31645,SLC6A4,8.935,Kd,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
pipamazine,P35367,HRH1,8.939,Ki,NC(=O)C1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1
tiquizium,F1PWR7,CHRM2,8.94,Ki,C[N@+]12CCCC[C@@H]1CCC(C2)=C(C1=CC=CS1)C1=CC=CS1
ertugliflozin,P53792,Slc5a2,8.94,IC50,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1
clebopride,P61169,Drd2,8.95,Ki,COC1=C(C=C(Cl)C(N)=C1)C(=O)NC1CCN(CC2=CC=CC=C2)CC1
terazosin,P35348,ADRA1A,8.95,Ki,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1CCCO1
dapoxetine,P31645,SLC6A4,8.95,IC50,CN(C)[C@@H](CCOC1=CC=CC2=C1C=CC=C2)C1=CC=CC=C1
naldemedine,P35372,OPRM1,8.95,Ki,CC(C)(NC(=O)C1=C(O)[C@@H]2OC3=C(O)C=CC4=C3[C@@]22CCN(CC3CC3)[C@H](C4)[C@]2(O)C1)C1=NC(=NO1)C1=CC=CC=C1
benzatropine,P35367,HRH1,8.959,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
benzatropine,P20309,CHRM3,8.959,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
benzatropine,P08173,CHRM4,8.959,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(C1=CC=CC=C1)C1=CC=CC=C1
escitalopram,P31645,SLC6A4,8.959,Ki,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
paliperidone,P28223,HTR2A,8.959,Ki,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
boceprevir,A3EZI9|D2K2A8,NS3|NS4A,8.959,Ki,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
ingenol mebutate,Q02156,PRKCE,8.959,EC50,C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C
ponatinib,P16234,PDGFRA,8.959,IC50,CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(C)C(=C3)C#CC3=CN=C4C=CC=NN34)C=C2C(F)(F)F)CC1
brexpiprazole,P35462,DRD3,8.959,Ki,O=C1NC2=C(C=C1)C=CC(OCCCCN1CCN(CC1)C1=C3C=CSC3=CC=C1)=C2
vibegron,P13945,ADRB3,8.959,EC50,O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)C1=CC=CC=C1
cisapride,P28223,HTR2A,8.96,Ki,COC1CN(CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1
cycloguanil,P13922,,8.96,Ki,CC1(C)N=C(N)N=C(N)N1C1=CC=C(Cl)C=C1
flupentixol,P35462,DRD3,8.96,Ki,OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1
imatinib,P00519,ABL1,8.96,Kd,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
methazolamide,P07451,CA3,8.96,Ki,CN1N=C(SC1=NC(C)=O)S(N)(=O)=O
mianserin,P08909|P14842|P30994,Htr2c|Htr2a|Htr2b,8.96,Ki,CN1CCN2C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1
nilotinib,Q08345,DDR1,8.96,Kd,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F
oseltamivir,P03474,,8.96,Ki,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
oseltamivir,C4LRQ6,,8.96,Ki,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
protriptyline,P0DMS8,ADORA3,8.96,IC50,CNCCCC1C2=CC=CC=C2C=CC2=C1C=CC=C2
reboxetine,P23975,SLC6A2,8.96,Ki,CCOC1=C(O[C@@H]([C@H]2CNCCO2)C2=CC=CC=C2)C=CC=C1
sirolimus,P62942,FKBP1A,8.96,Kd,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O
yohimbine,P35368,ADRA1B,8.96,Ki,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@H]12
rimonabant,P34972,CNR2,8.96,Ki,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Cl)C=C1
bosutinib,P00519|P42684,ABL1|ABL2,8.96,IC50,COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(OC)=C(Cl)C=C1Cl
panobinostat,O15379,HDAC3,8.96,Ki,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1
gilteritinib,P04629,NTRK1,8.96,IC50,CCC1=NC(C(N)=O)=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)N=C1NC1CCOCC1
fedratinib,O14976,GAK,8.96,Kd,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
risperidone,P15823,Adra1b,8.967,Ki,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
iloperidone,P14416,DRD2,8.969,Ki,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O
atropine,P08172,CHRM2,8.97,Ki,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
chlorprothixene,P31390,Hrh1,8.97,IC50,CN(C)CC\C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
naltrexone,P34975,Oprk1,8.97,Ki,OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1
ibrexafungerp,P87204,FKS,8.97,IC50,C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)N6C(=NC=N6)C7=CC=NC=C7)C)C)C
promethazine,P08173,CHRM4,8.975,Ki,CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
flumazenil,P18507|P28472|P34903,GABRG2|GABRB3|GABRA3,8.979,Ki,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1
octreotide,P30938,Sstr5,8.98,IC50,C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1
trifluoperazine,P08909|P14842|P30994,Htr2c|Htr2a|Htr2b,8.98,Kd,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
atropine,Q8VH26,GPM3,8.99,Kd,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
atropine,Q8VH26,GPM3,8.99,Kd,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
ifenprodil,Q60492,SIGMAR1,8.99,Ki,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
infigratinib,P11362,FGFR1,8.99,,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl
acetanilide,Q6XQN6,NAPRT,9,Ki,CC(=O)NC1=CC=CC=C1
racecadotril,P08473,MME,9,IC50,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1
alprostadil,P43115,PTGER3,9,EC50,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
aminophenazone,Q6XQN6,NAPRT,9,Ki,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
amoxapine,P14842,Htr2a,9,Ki,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1
apomorphine,P20288|Q95136,DRD2|DRD1,9,IC50,CN1CCC2=C3[C@H]1CC1=CC=C(O)C(O)=C1C3=CC=C2
apomorphine,P18901|P19020|P25115|P30729|P61169,Drd1|Drd3|Drd5|Drd4|Drd2,9,IC50,CN1CCC2=C3[C@H]1CC1=CC=C(O)C(O)=C1C3=CC=C2
benperidol,P28223,HTR2A,9,Ki,FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2
bupranolol,P08588,ADRB1,9,Ki,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
carperitide,P18910,Npr1,9,EC50,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CO
clomifene,Q15125,EBP,9,Ki,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
clozapine,P07305,H1F0,9,Ki,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=C1C=CC=C2
cyproheptadine,P31389,HRH1,9,Kd,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=C1C=CC=C2
dasatinib,P41240,CSK,9,Kd,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
dexamethasone,P08235,NR3C2,9,EC50,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
phenazone,Q6XQN6,NAPRT,9,Ki,CN1N(C(=O)C=C1C)C1=CC=CC=C1
dicoumarol,P05982,Nqo1,9,Ki,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=CC=CC=C12
dilazep,Q99808,SLC29A1,9,Ki,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1
diphenhydramine,P31389,HRH1,9,IC50,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
dopamine,P21728,DRD1,9,Ki,NCCC1=CC(O)=C(O)C=C1
dopamine,P14416,DRD2,9,Ki,NCCC1=CC(O)=C(O)C=C1
dopamine,P35462,DRD3,9,Ki,NCCC1=CC(O)=C(O)C=C1
dopamine,P21918,DRD5,9,Ki,NCCC1=CC(O)=C(O)C=C1
dopamine,P21917,DRD4,9,Ki,NCCC1=CC(O)=C(O)C=C1
eprosartan,P29089,Agtr1b,9,IC50,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
eprosartan,P35351,Agtr2,9,IC50,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
